SER,Distance,Speed,TIME
301,0.489,37.405952257394915,0
301,0.489,32.71595632829669,1
301,0.489,36.10038246779314,2
301,0.489,36.454521276595734,3
301,0.489,32.9483683387146,4
301,0.489,35.52782925461834,5
301,0.489,37.915220119073034,6
301,0.489,36.60457909343201,7
301,0.489,29.684643554786067,8
301,0.489,22.755198520087276,9
301,0.489,23.47676497710995,10
301,0.489,19.197048220869135,11
301,0.489,19.322947219770516,12
301,0.489,22.050248030767975,13
301,0.489,19.329897174001644,14
301,0.489,23.174700628612722,15
301,0.489,20.811182598217563,16
301,0.489,18.950578498123424,17
301,0.489,20.409046257066652,18
301,0.489,21.398751199399612,19
301,0.489,28.670403419610164,20
301,0.489,32.723866544142375,21
301,0.489,31.594850899940024,22
301,0.489,33.66434132286364,23
302,0.595,32.13658555996242,0
302,0.595,32.07480749377164,1
302,0.595,31.39667639994132,2
302,0.595,32.10470375395749,3
302,0.595,32.000424016282224,4
302,0.595,29.36486222404273,5
302,0.595,33.19662455235002,6
302,0.595,32.791318789447786,7
302,0.595,29.073192282129813,8
302,0.595,25.949825150008913,9
302,0.595,21.92981223016757,10
302,0.595,20.606727570947776,11
302,0.595,20.606973219501466,12
302,0.595,22.38352728685546,13
302,0.595,21.333936862580344,14
302,0.595,21.92969875735863,15
302,0.595,20.078919635695275,16
302,0.595,21.288136850386696,17
302,0.595,21.758382293671538,18
302,0.595,21.876560219931996,19
302,0.595,29.30035586649826,20
302,0.595,28.010865375076907,21
302,0.595,30.254467798815277,22
302,0.595,30.562970093239546,23
303,0.501,27.722472466058534,0
303,0.501,26.057704718374687,1
303,0.501,26.922378974352252,2
303,0.501,26.940949675324664,3
303,0.501,26.705441199425568,4
303,0.501,25.82448898888399,5
303,0.501,27.356206356661136,6
303,0.501,26.80420168067226,7
303,0.501,22.191753330815427,8
303,0.501,19.183883631218364,9
303,0.501,18.86386542227786,10
303,0.501,18.427875767782076,11
303,0.501,17.35238849236763,12
303,0.501,18.566925048206013,13
303,0.501,17.080959784586295,14
303,0.501,19.837642026440633,15
303,0.501,18.70688586631946,16
303,0.501,19.13775767088888,17
303,0.501,18.588794443664973,18
303,0.501,17.012286329120172,19
303,0.501,24.336579100618838,20
303,0.501,24.64911630486066,21
303,0.501,25.58432763720159,22
303,0.501,26.487732170548004,23
304,0.297,28.606246929541047,0
304,0.297,28.369936154465567,1
304,0.297,31.008344275210085,2
304,0.297,29.862546864899812,3
304,0.297,27.073296969574546,4
304,0.297,27.85920631198071,5
304,0.297,31.855651260504203,6
304,0.297,31.562300420168064,7
304,0.297,23.74525381568991,8
304,0.297,13.62466653419628,9
304,0.297,12.387917964388551,10
304,0.297,14.037651663405088,11
304,0.297,17.33461237392744,12
304,0.297,17.945902107212056,13
304,0.297,16.623738338877953,14
304,0.297,15.4403825960677,15
304,0.297,15.30370182782418,16
304,0.297,14.116351648351648,17
304,0.297,16.032670228853714,18
304,0.297,14.385002997002998,19
304,0.297,25.90833796630775,20
304,0.297,30.34608622579466,21
304,0.297,28.366347769877184,22
304,0.297,29.241675955205373,23
305,0.768,32.27251664324835,0
305,0.768,33.450517442985465,1
305,0.768,33.383427323648114,2
305,0.768,32.33231521011524,3
305,0.768,30.694024347271863,4
305,0.768,31.896297749478638,5
305,0.768,33.51586564513952,6
305,0.768,33.522284076856046,7
305,0.768,25.109322259349533,8
305,0.768,19.367345089588408,9
305,0.768,21.057945368973577,10
305,0.768,18.176467547622675,11
305,0.768,20.184547059605265,12
305,0.768,20.87866650536127,13
305,0.768,21.1816205368698,14
305,0.768,20.420084906799374,15
305,0.768,20.66495557308744,16
305,0.768,20.649733983941942,17
305,0.768,20.430190243492213,18
