SER,Distance,Speed,TIME
201,0.255,20.64747318747318,0
201,0.255,21.92413657354833,1
201,0.255,23.10278503293209,2
201,0.255,22.516925034277968,3
201,0.255,22.979424066924064,4
201,0.255,17.860750644534292,5
201,0.255,20.259777801880897,6
201,0.255,21.98023785030705,7
201,0.255,20.386230621874276,8
201,0.255,17.94819082793284,9
201,0.255,17.173936433995333,10
201,0.255,16.325098934921503,11
201,0.255,15.80602011563482,12
201,0.255,15.756858825330148,13
201,0.255,16.69935173550101,14
201,0.255,16.802963706605244,15
201,0.255,16.423327212161727,16
201,0.255,16.105306335211495,17
201,0.255,16.48393858962089,18
201,0.255,15.91070002798955,19
201,0.255,16.64243179309768,20
201,0.255,16.926729365710166,21
201,0.255,17.459963986109614,22
201,0.255,21.621035560816253,23
202,0.331,11.107288259116043,0
202,0.331,10.974192464721737,1
202,0.331,10.955385942702552,2
202,0.331,11.115560471830243,3
202,0.331,10.46496210807436,4
202,0.331,10.05063201172871,5
202,0.331,9.942424568429114,6
202,0.331,9.402418043570728,7
202,0.331,8.90921978582356,8
202,0.331,9.054404415514295,9
202,0.331,9.343080318307845,10
202,0.331,8.90921978582356,11
202,0.331,9.181858138461912,12
202,0.331,9.181858138461912,13
202,0.331,8.90921978582356,14
202,0.331,8.90921978582356,15
202,0.331,9.402847526772057,16
202,0.331,9.099076609265289,17
202,0.331,9.2618110293582,18
202,0.331,9.402847526772057,19
202,0.331,9.61440227289284,20
202,0.331,9.73001354993808,21
202,0.331,9.966993516427479,22
202,0.331,10.71726903183507,23
203,0.268,12.183225129426777,0
203,0.268,12.045798521859247,1
203,0.268,11.995001755449874,2
203,0.268,12.195224043348905,3
203,0.268,11.577984210557304,4
203,0.268,10.962640607617491,5
203,0.268,10.954197150868294,6
203,0.268,10.19730463579507,7
203,0.268,9.671384094037913,8
203,0.268,9.817782235206908,9
203,0.268,10.155164819482616,10
203,0.268,9.64981467753892,11
203,0.268,9.96845378491042,12
203,0.268,9.96845378491042,13
203,0.268,9.64981467753892,14
203,0.268,9.64981467753892,15
203,0.268,10.22090437361008,16
203,0.268,10.310657170849906,17
203,0.268,10.467414741353107,18
203,0.268,10.22090437361008,19
203,0.268,10.465657100497722,20
203,0.268,10.603271302455884,21
203,0.268,10.465657100497722,22
203,0.268,11.377665880450165,23
204,0.108,12.231131964809384,0
204,0.108,12.070930322234808,1
204,0.108,12.029159353628277,2
204,0.108,12.2560794044665,3
204,0.108,11.455595230890275,4
204,0.108,11.011839773130097,5
