SER,Distance,Speed,TIME
101,0.134,16.03271691841213,0
101,0.134,16.027691652243373,1
101,0.134,16.01942331757508,2
101,0.134,16.067214307903964,3
101,0.134,15.78061864017239,4
101,0.134,15.470552761197398,5
101,0.134,16.329278872468524,6
101,0.134,15.961961983903677,7
101,0.134,15.127937675674028,8
101,0.134,14.188489825401593,9
101,0.134,13.862819819585438,10
101,0.134,13.497433459724483,11
101,0.134,13.331975140680292,12
101,0.134,13.47978785743492,13
101,0.134,14.24530472734807,14
101,0.134,13.944222107999202,15
101,0.134,13.407998707788183,16
101,0.134,13.315721182006012,17
101,0.134,14.525919989617469,18
101,0.134,14.08671127494657,19
101,0.134,14.02367728832125,20
101,0.134,14.374236072031296,21
101,0.134,14.564527007601013,22
101,0.134,15.502073528717021,23
102,0.194,28.47015671285237,0
102,0.194,28.927111535807185,1
102,0.194,28.09091614906832,2
102,0.194,28.525336740554128,3
102,0.194,27.9073206609365,4
102,0.194,28.578510293980358,5
102,0.194,29.840995077719224,6
102,0.194,27.567253590399375,7
102,0.194,26.88139537018821,8
102,0.194,25.987342943302462,9
102,0.194,25.402877875510605,10
102,0.194,24.187124332738897,11
102,0.194,24.797553833263503,12
102,0.194,24.30508831176239,13
102,0.194,24.566940310338527,14
102,0.194,23.86293846570886,15
102,0.194,23.68040522979677,16
102,0.194,23.59536163403576,17
102,0.194,23.02451750454938,18
102,0.194,23.19052732327815,19
102,0.194,21.715094385631907,20
102,0.194,22.87328651366503,21
102,0.194,23.638832151163633,22
102,0.194,27.049440409308687,23
103,0.154,30.334503611971112,0
103,0.154,30.23569659442725,1
103,0.154,28.86052631578948,2
103,0.154,30.139035087719304,3
103,0.154,29.145139318885455,4
103,0.154,30.478811573087984,5
103,0.154,30.34121947024424,6
103,0.154,30.35897832817338,7
103,0.154,29.504840648333644,8
103,0.154,28.50222222222224,9
103,0.154,28.375232198142427,10
103,0.154,27.250666666666675,11
103,0.154,27.04002046035806,12
103,0.154,26.569497076023392,13
103,0.154,26.998666666666672,14
103,0.154,26.88,15
103,0.154,26.14133333333333,16
103,0.154,27.06971428571428,17
103,0.154,26.100621118012416,18
103,0.154,25.748695652173915,19
103,0.154,24.700931677018634,20
103,0.154,25.742074534161492,21
103,0.154,26.19478260869565,22
103,0.154,27.679849624060154,23
104,0.114,22.198857142857147,0
104,0.114,22.04685714285715,1
104,0.114,22.303928571428578,2
104,0.114,22.67333333333334,3
104,0.114,22.16961636828645,4
104,0.114,22.00449031786628,5
104,0.114,21.86260869565218,6
104,0.114,22.665882352941182,7
104,0.114,21.697815126050422,8
104,0.114,20.453333333333333,9
104,0.114,19.913857906799088,10
104,0.114,18.450348202522118,11
104,0.114,18.33810808117713,12
104,0.114,17.859742518351215,13
104,0.114,17.919199322416716,14
104,0.114,19.08797289666855,15
104,0.114,19.00579333709769,16
104,0.114,19.020537226748413,17
104,0.114,19.258707751875455,18
104,0.114,18.428176171654435,19
104,0.114,20.04034847140437,20
104,0.114,19.84788093893684,21
104,0.114,20.10863015245624,22
104,0.114,21.05616681455191,23
105,0.101,27.0901978021978,0
